bedroom,bathroom,floors,parking,roadsize(feet),Road type,Area(sq ft),Price
0,1,2,0,21,1,729,46500000
5,5,3,2,20,1,911.25,35000000
2,2,1,0,13,3,1347.6,13000000
0,1,3,1,12,5,1369,21000000
7,7,4,1,16,1,1711.25,37000000
6,6,3,2,14,1,911.25,26500000
2,2,2,1,13,1,1112.31,15800000
7,7,3,0,16,5,898.4,18000000
0,1,2,1,12,5,1026.75,18500000
0,1,3,0,13,5,855.62,16500000
0,1,3,0,0,3,546.75,15000000
7,7,3,2,13,1,2440.25,27500000
5,5,2,0,14,5,1689.85,40100000
4,4,3,1,13,3,1197.87,22500000
0,1,3,0,15,5,1197.87,23000000
2,2,1,1,18,3,1369,15000000
0,1,3,0,0,5,1540.12,19700000
0,1,3,0,0,5,1197.87,13000000
0,1,3,0,15,1,1640.25,49500000
0,1,3,0,0,5,1540.12,32500000
5,5,2.5,3,13,1,1197.87,22500000
0,1,3,0,20,4,1093.5,20000000
4,4,3,1,13,3,1026.75,21500000
5,5,3,1,14,3,729,28500000
9,9,3,0,10,3,546.75,16500000
5,5,3,1,13,5,1475.95,25500000
0,1,3,0,10,1,1283.43,29000000
4,4,3,1,20,1,2053.5,37100000
5,5,3,1,14,4,2440.25,31000000
5,5,2.5,3,15,2,1540.12,30000000
5,5,3,3,13,4,1093.5,45000000
0,1,3,0,13,5,1540.12,26500000
0,1,3,0,12,5,1454.56,22500000
5,5,2.5,1,13,3,1026.75,20000000
5,5,3,0,13,1,1640.25,70000000
6,6,3,5,20,5,1458,35000000
4,4,3,1,13,3,855.62,12900000
6,6,3,3,15,1,1369,38700000
0,1,3,0,0,5,1240.65,11000000
6,6,2.5,6,16,1,1369,31000000
10,10,3,0,20,3,1275.75,25000000
0,1,3,0,13,5,1283.43,15700000
0,1,3,0,20,5,1197.87,23000000
0,1,3,0,14,5,729,24500000
0,1,3,0,13,5,1197.87,21500000
0,1,3,0,20,4,729,50000000
4,4,2.5,3,15,1,983.96,19000000
4,4,3,2,13,5,729,26500000
0,1,3,0,0,5,2053.5,39000000
4,4,2.5,1,20,3,1369,21000000
3,3,3,0,12,5,546.75,19900000
0,1,3,4,16,3,1458,47500000
0,1,3,0,10,5,1093.5,30000000
0,1,3,0,20,5,1093.5,37500000
6,6,3,2,13,1,1711.25,28000000
6,6,3,1,13,1,889,19900000
0,1,3,0,13,5,1711.25,19200000
0,1,3,0,12,5,729,23000000
0,1,3,0,13,5,855.62,9500000
0,1,2,0,0,5,1231.25,15100000
7,7,3,1,13,1,2652.43,43500000
4,4,2,4,14,4,1369,20000000
5,5,3,1,16,3,1625.68,37500000
4,4,1,0,10,5,1231.25,9000000
6,6,3,1,13,4,729,26500000
3,3,3,1,18,5,1090.92,20000000
7,7,3,2,12,3,1253.5,25000000
2,2,3,0,14,1,911.25,37500000
5,5,3,2,11,3,1197.87,23000000
6,6,3,4,10,5,2053.5,29000000
0,1,3,0,20,3,1369,2600000
0,1,3,0,0,5,1369,32000000
0,1,3,0,10,5,1369,11000000
0,1,3,0,0,5,1026.75,16000000
5,5,3,3,18,1,1093.5,47500000
5,5,3,1,14,3,2258,17900000
6,6,3,2,13,3,1369,37500000
2,2,2,1,12,5,2139.05,35000000
5,5,3,1,13,3,2258,21500000
0,1,3,0,0,5,1026.75,21500000
5,5,2.5,2,20,1,1197.87,17000000
5,5,3,1,13,1,1231.25,18200000
4,4,3,0,13,1,2866.34,55000000
0,1,3,0,0,5,1369,23500000
5,5,3,0,15,3,911.25,32000000
7,7,3,4,20,1,2187,69000000
6,6,3,1,14,3,911.25,22000000
5,5,2.5,1,13,3,1411.78,23500000
4,4,2,2,20,3,1197.85,30000000
0,1,3,1,13,3,1060.12,19000000
0,1,3,0,15,1,2733.75,15000000
0,1,3,0,10,1,941.18,19000000
0,1,2,0,24,3,2142.5,55000000
3,3,6,1,10,4,342.25,22500000
0,1,3,0,24,5,1026.75,13500000
4,4,3,3,16,4,2395.75,70000000
0,1,3,0,12,5,1026.75,12500000
4,4,3,3,15,5,1640.25,47500000
0,1,3,0,11,5,1197.87,17500000
4,4,3,3,13,1,1925.15,36500000
5,5,3,3,15,1,2804.75,65000000
0,1,3,0,20,1,1640.25,15000000
0,1,2,0,8,5,2418,14300000
0,1,3,0,13,5,1026.75,15500000
0,1,3,0,13,5,1197.87,16500000
0,1,3,0,0,5,1026.75,11500000
4,4,3,1,16,1,729,33500000
0,1,3,0,13,5,1026.75,17000000
6,6,3,2,13,1,911.25,31000000
0,1,3,0,13,5,941.18,12500000
5,5,3,2,14,1,1093.5,36000000
5,5,3,2,15,3,1967.93,42500000
6,6,3,0,12,5,729,14000000
0,1,3,0,18,5,1369,28500000
5,5,3,2,13,3,729,30000000
5,5,3,2,12,4,1454.56,50000000
6,6,3,3,20,1,1093.5,45000000
0,1,3,0,0,5,684.5,18000000
4,4,2,1,20,3,1262.04,19500000
6,6,3,5,13,3,546.75,18200000
0,1,3,0,13,1,1026.75,18200000
6,6,3,2,14,3,729,27500000
6,6,3,1,20,1,1711.25,45000000
0,1,3,0,14,5,1369,25000000
0,1,3,0,10,5,2053.5,28000000
0,1,3,0,13,5,2622.5,25000000
4,4,2,0,20,5,1093.5,18000000
0,1,3,0,20,5,1347.6,39500000
0,1,3,0,0,3,546.75,16000000
4,4,2,2,18,5,889,21000000
6,6,3,1,10,5,1026.75,16500000
5,5,3,2,0,5,1133.7,25500000
0,1,2,0,15,3,3827.25,19000000
6,6,3,1,15,1,729,32000000
4,4,2,3,22,3,1711.25,26000000
2,2,1.5,1,13,3,1304.82,12500000
9,9,3,1,10,1,1369,27000000
0,1,3,0,0,5,855.62,11500000
0,1,3,0,13,3,1026.75,16000000
0,1,3,0,13,1,546.75,15000000
0,1,3,0,13,5,1026.75,19200000
0,1,3,0,13,5,1369,19500000
3,3,2,2,13,4,1711.25,26000000
0,1,3,0,13,5,1369,24500000
4,4,3,2,12,4,2053.5,47000000
5,5,2,4,14,1,1711.25,46000000
0,1,3,0,0,5,1133.7,23000000
0,1,3,0,10,5,1882.37,39000000
6,6,3,1,16,1,729,27500000
0,1,3,2,14,3,1369,23000000
5,5,2.5,1,20,3,1112.31,19500000
3,3,3,4,14,3,1093.5,25000000
0,1,3,0,12,3,1882.37,25000000
7,7,3.5,1,20,3,1026.75,19000000
2,2,3,0,0,3,1391.25,9000000
0,1,3,0,12,5,1026.75,9500000
0,1,3,0,0,5,2258,22500000
5,5,3,1,12,3,546.75,15500000
4,4,3,0,15,5,2139.05,26000000
0,1,3,0,10,1,729,10500000
0,1,3,0,12,5,889,32000000
4,4,3,2,10,3,2075.75,16000000
6,6,3,1,10,1,1625.68,27000000
0,1,3,0,15,5,1711.25,42500000
5,5,3,1,13,1,729,32500000
5,5,3,2,13,3,2622.5,33500000
0,1,2.5,1,13,1,1711.25,40000000
0,1,3,1,10,5,546.75,31000000
4,4,2,2,13,4,1026.75,26000000
5,5,3,4,0,5,729,26000000
9,9,3,0,13,5,2258,21000000
4,4,2.5,3,16,1,1197.87,30000000
0,1,3,0,12,1,1411.78,29000000
4,4,3,2,13,3,2395.75,57000000
5,5,3,3,15,1,1275.75,41000000
0,1,3,0,13,5,855.62,8500000
0,1,3,0,16,1,729,22500000
6,6,3,1,10,3,1197.87,19500000
0,1,3,0,13,3,729,27000000
5,5,4,0,13,3,1219.26,17000000
0,1,3,0,13,5,855.62,17500000
0,1,3,0,0,5,855.62,19000000
6,6,2.5,2,13,3,1197.87,24500000
3,3,3,2,10,5,546.75,19000000
2,2,1,1,13,1,546.75,10000000
6,6,3,1,15,1,911.25,35000000
6,6,3,2,13,3,546.75,18000000
8,8,3,1,13,4,919.79,16500000
0,1,4,0,10,4,1026.75,18000000
2,2,3,1,13,5,1026.75,12200000
5,5,3,2,15,5,1882.37,37500000
4,4,2.5,1,13,3,1026.75,18500000
4,4,3,1,13,4,1283.43,30000000
0,1,2,1,12,5,889,19800000
5,5,3,3,16,1,2004.75,50000000
0,1,3,0,12,5,1197.87,25000000
0,1,3,0,13,5,1197.87,23500000
2,2,1,1,13,3,889,14000000
4,4,1,2,13,5,546.75,12000000
5,5,3,1,12,1,2258,21800000
4,4,3,2,13,5,2258,19700000
5,5,2,1,15,5,1561.51,19500000
0,1,3,0,0,5,3169.25,8000000
4,4,2.5,1,14,4,1369,30000000
7,7,4,2,20,1,2622.5,46500000
0,1,3,0,13,5,1005.35,18400000
5,5,2,3,20,1,1475.95,27500000
4,4,2.5,1,13,3,1197.87,21400000
0,1,3,0,22,3,729,22000000
6,6,3,1,14,1,729,33500000
0,1,3,0,13,5,1711.25,32500000
5,5,2.5,2,10,1,1540.12,23500000
5,5,3,1,13,5,729,26300000
0,1,3,0,0,5,2738,45000000
6,6,3,1,13,3,1369,23500000
0,1,3,0,10,5,1369,16000000
5,5,3,1,14,4,2075.75,22500000
6,6,3,1,5,5,546.75,30000000
5,5,3,3,14,4,1093.5,42000000
5,5,2,1,12,3,1369,35000000
5,5,3,3,13,5,729,19200000
6,6,3,2,13,5,1369,29500000
0,1,3,0,22,1,1435.75,41000000
0,1,3,0,9,5,855.62,15000000
2,2,1,0,12,5,1048.14,12000000
6,6,3,1,13,3,2258,25000000
6,6,3,4,10,1,2224.62,42500000
4,4,3,1,14,3,941.18,42500000
0,1,3,0,0,5,1197.87,23500000
5,5,3,5,13,3,1197.87,22000000
6,6,3,3,13,5,2440.25,25000000
5,5,2.5,3,13,1,1240.65,18000000
6,6,3,2,10,4,1497.34,18500000
4,4,2.5,1,13,3,1026.75,18500000
4,4,3,1,13,1,546.75,21000000
0,1,3,0,10,5,1026.75,18500000
6,6,3,0,13,1,1197.87,27000000
0,1,3,0,0,5,1026.75,22000000
8,8,3,1,16,1,1369,28500000
4,4,3,4,12,5,546.75,20300000
0,1,3,0,13,5,1026.75,17500000
7,7,3,3,13,3,3169.25,42000000
2,2,1.5,1,13,3,1112.31,12500000
0,1,3,0,10,5,1369,14500000
6,6,3,2,13,3,911.25,27800000
6,6,3,0,8,5,2053.5,29500000
3,3,3,1,0,5,2258,27000000
3,3,2,1,18,1,748.67,13500000
0,1,3,0,10,5,1283.43,16000000
0,1,3,0,0,5,1112.31,15500000
0,1,0,2,14,3,546.75,20000000
8,8,4,1,20,1,729,32500000
6,6,3.5,1,13,3,1048.14,19000000
4,4,3,1,20,1,1048.14,19200000
2,2,1,0,10,3,1112.31,8500000
0,1,3,0,13,3,1411.78,42500000
3,3,3,2,20,3,1413.5,28000000
0,1,3,0,20,5,364.5,15000000
4,4,2,1,13,5,2909.12,55000000
4,4,3,1,16,2,2909.12,39077000
0,1,3,0,20,5,1369,26500000
0,1,3,0,13,5,1197.87,16500000
0,1,3,0,14,5,1026.75,18000000
6,6,3,1,13,1,546.75,22500000
0,1,3,0,0,5,1369,35000000
0,1,3,0,12,5,1369,23500000
2,2,1.5,1,13,3,1155.09,12500000
0,1,3,0,15,3,911.25,8500000
0,1,3,0,13,1,1112.31,20000000
0,1,3,0,14,1,1458,38000000
5,5,3,3,20,4,2987,40000000
7,7,3,6,14,1,3508.05,50000000
3,3,3,1,0,5,546.75,13500000
8,8,4,1,12,1,2481.31,37500000
4,4,3,1,16,3,1369,26500000
5,5,3,0,18,1,729,38500000
0,1,3,0,10,5,1711.25,28500000
0,1,3,0,20,5,1369,23500000
5,5,2,6,22,1,2187,55000000
0,1,3,0,8.5,4,729,20000000
0,1,3,0,0,5,1197.87,18000000
8,8,2,1,13,3,919.79,21500000
0,1,3,0,0,5,1647.07,18000000
0,1,3,0,0,5,1369,2650000
5,5,2,3,20,3,1369,21500000
6,6,2,1,13,1,1026.75,18000000
6,6,3,1,13,3,1048.14,18500000
6,6,3,2,13,3,1796.81,32500000
0,1,3,0,0,4,1093.5,31000000
0,1,3,0,12,5,1540.12,30000000
0,1,3,0,10,5,877.01,11400000
7,7,3,1,11,4,911.25,25000000
4,4,2.5,2,13,3,1197.87,19000000
9,9,3,0,13,5,911.25,27500000
7,7,3,2,12,3,911.25,35000000
5,5,2.5,1,10,3,1458,47500000
7,7,4,1,20,3,2258,25000000
0,1,3,0,13,5,1219.26,27000000
0,1,3,0,20,5,1197.87,7500000
4,4,3,1,15,3,729,20500000
7,7,3,1,13,1,729,29900000
0,1,3,0,13,3,1197.87,13000000
7,7,3,3,20,3,2804.75,37000000
0,1,3,0,0,5,1197.87,18000000
0,1,3,0,20,5,1369,28000000
5,5,3,2,13,1,2004.75,42000000
5,5,3,2,15,4,729,29800000
5,5,3,0,13,5,1433.17,28000000
0,1,3,0,20,5,1133.7,19000000
0,1,0,1,13,3,1026.75,16000000
6,6,2.5,4,13,1,1197.87,23000000
0,1,3,0,12,3,1112.31,25000000
0,1,3,0,0,5,1240.65,23000000
0,1,3,0,10,5,1026.75,18000000
0,1,3,0,13,1,2738,26500000
5,5,3,2,20,1,729,37000000
0,1,3,0,11,3,1369,28000000
0,1,3,0,0,5,1197.87,9000000
7,7,3.5,2,13,3,1540.12,22000000
5,5,4,1,15,5,729,26000000
0,1,3,1,20,1,889,17000000
4,4,3,0,12,5,4996,22500000
0,1,3,0,0,5,1026.75,11500000
1,1,1,1,10,3,919.79,12000000
0,1,2,1,12,1,546.75,18000000
0,1,3,0,10,1,182.25,4000000
5,5,3,2,18,5,1093.5,47500000
4,4,3,0,15,1,911.25,35500000
0,1,2.5,0,16,4,1369,18500000
3,3,3,1,20,4,911.25,40000000
0,1,3,0,0,5,1240.65,11000000
5,5,3,0,15,5,2804.75,30000000
4,4,3,1,20,1,2622.5,43000000
7,7,2,3,16,3,1347.6,31500000
2,2,1,1,10,5,546.75,10600000
4,4,3,4,18,3,1369,31000000
0,1,3,0,10,5,1454.56,15500000
2,2,3,1,10,5,1026.75,13200000
0,1,3,0,0,5,1112.31,18300000
6,6,3,2,14,3,2440.25,27000000
5,5,3,3,16,5,1048.14,20000000
5,5,3,2,14,3,2987,55000000
0,1,3,0,12,5,1026.75,21000000
5,5,3,2,13,3,3169.25,49000000
8,8,3,3,15,3,1860.98,37000000
5,5,2,2,13,3,911.25,31500000
3,3,3,3,13,3,1093.5,42500000
5,5,2.5,0,15,1,729,29000000
0,1,3,0,13,5,1112.31,18300000
0,1,3,0,0,5,1026.75,11000000
8,8,3,4,16,5,1458,39000000
0,1,3,0,0,5,1711.25,35000000
5,5,2.5,1,13,1,2053.5,60000000
10,10,3,3,10,5,1275.75,38000000
4,4,2.5,1,13,3,1026.75,19000000
5,5,3,4,15,1,2187,68000000
4,4,3,0,10,5,2075.75,8500000
2,2,3,1,13,5,1283.43,14500000
3,3,2.5,1,12,1,855.62,17700000
5,5,4,7,13,3,1197.87,26500000
0,1,3,0,0,5,2481.31,51700000
0,1,3,0,13,5,1711.25,34000000
7,7,3,0,13,5,2258,15500000
0,1,3,0,0,0,546.75,23500000
5,5,3,2,20,5,2120.25,68500000
5,5,3,1,14,1,729,31500000
0,1,3,0,14,5,1026.75,21000000
9,9,3,3,13,1,546.75,22500000
10,10,3,0,20,5,2440.25,35000000
4,4,3,4,15,1,1822.5,62000000
5,5,2.5,3,20,3,1197.87,25000000
0,1,3,0,13,5,1026.75,13000000
2,2,1,0,13,3,546.75,11500000
4,4,3,2,14,1,1197.87,29000000
0,1,3,0,13,5,1369,26000000
0,1,3,0,13,5,546.75,17500000
4,4,3,0,20,3,1283.43,23500000
5,5,3,2,14,1,1093.5,61000000
7,7,4,1,14,5,1176.48,22500000
3,3,2.5,1,13,1,1048.14,21000000
0,1,3,0,16,5,1454.56,36000000
6,6,3,1,13,1,1582.9,30000000
0,1,3,0,10,1,941.18,9500000
4,4,3,3,11,5,729,15500000
6,6,3,2,13,3,2440.25,28500000
5,5,2.5,1,13,4,941.18,22000000
0,1,3,0,20,5,1369,19000000
0,1,3,0,13,5,1026.75,10500000
0,1,3,0,20,5,770.06,55000000
5,5,2.5,1,15,1,1711.25,33000000
5,5,3,1,15,3,729,28500000
4,4,3,1,16,3,546.75,17000000
0,1,3,0,22,3,684.5,14000000
0,1,3,0,0,5,1197.87,10000000
4,4,3,2,20,1,2302.5,59000000
4,4,2.5,0,14,3,1413.5,25500000
0,1,3,0,14,5,2139.06,60000000
7,7,3,1,18,5,1882.37,25000000
3,3,3,1,10,5,1369,11300000
2,2,1.5,1,13,3,1026.75,12000000
2,2,3,1,13,5,962.57,17600000
6,6,3,1,18,1,889,22500000
6,6,3,1,12,3,1283.43,17000000
0,1,3,0,20,3,911.25,25000000
8,8,4,8,20,5,2733.75,39000000
10,10,3,0,15,1,911.25,22000000
4,4,3,1,13,3,1026.75,23500000
0,1,3,0,16,5,1711.25,28000000
5,5,2.5,1,13,1,1197.87,28700000
4,4,3,2,20,3,1069.53,17000000
5,5,3,2,14,4,1275.75,39000000
4,4,2.5,1,13,3,1155.09,17000000
0,1,3,0,0,5,1026.75,12500000
3,3,2,1,18,5,1796.8,28500000
4,4,2.5,1,13,3,1197.87,23500000
4,4,3,2,13,3,1390.39,19000000
5,5,3,1,13,3,2258,21500000
0,1,3,0,15,1,729,24000000
5,5,3,3,14,1,1112.31,23000000
0,1,3,0,13,5,1112.31,8500000
4,4,2.5,1,20,3,1197.87,19500000
0,1,3,0,0,5,1540.12,22500000
0,1,3,0,20,5,1625.68,26000000
3,3,3,0,12,5,2258,26000000
5,5,3,1,12,3,546.75,16000000
0,1,3,0,12,1,729,41000000
0,1,3,0,20,5,1369,33000000
0,1,3,1,12,1,2075.75,22000000
0,1,2.5,0,20,1,1026.75,23000000
3,3,3,1,18,1,1540.12,28500000
8,8,3,0,10,1,1069.53,19000000
2,2,1,1,0,5,889,13000000
2,2,1.5,1,10,3,1090.92,12700000
2,2,3,1,13,5,1112.31,16000000
0,1,3,0,10,5,1540.12,22500000
6,6,3,3,13,4,1369,24500000
0,1,3,0,0,5,770.06,7000000
6,6,2.5,2,15,3,1882.37,32500000
6,6,3,1,12,5,1711.25,20000000
5,5,3,3,22,1,1458,65000000
7,7,3,4,14,5,1435.75,38000000
0,1,3,4,12,3,729,27000000
6,6,3,1,13,4,546.75,23500000
0,1,3,0,0,5,1026.75,11500000
2,2,1.5,2,20,3,1369,15500000
5,5,3,0,13,3,1197.87,19500000
6,6,2,2,14,1,546.75,21000000
8,8,4,1,14,3,729,31000000
9,9,4,1,13,5,1283.43,28000000
4,4,3,1,13,3,1240.65,32500000
0,1,3,0,22,5,1026.75,13500000
2,2,1.5,1,13,3,1026.75,11000000
0,1,3,0,1,5,546.75,5500000
3,3,2,3,13,3,1369,17000000
0,1,2.5,0,20,1,729,42000000
5,5,4,4,15,4,911.25,53500000
7,7,4,1,13,5,546.75,25000000
0,1,3,0,9,1,598.93,25000000
5,5,3,0,13,1,729,26000000
3,3,2,4,20,5,4192.5,70000000
5,5,3,2,13,1,2622.5,36000000
2,2,1,1,20,3,1026.75,12500000
2,2,1.5,1,13,3,1026.75,12500000
4,4,3,1,13,3,546.75,15500000
4,4,2.5,1,20,3,1133.7,19000000
0,1,3,0,13,5,684.5,18000000
0,1,3,0,13,1,1711.25,28000000
7,7,3,2,13,3,729,25000000
0,1,3,1,14,1,729,26500000
9,9,3,0,10,5,911.25,28500000
0,1,3,0,13,1,1197.87,11500000
5,5,3,2,14,1,1275.75,55000000
6,6,2.5,1,12,3,1112.31,19500000
4,4,2.5,1,20,3,1369,29000000
0,1,3,0,13,5,1711.25,38000000
0,1,3,0,14,1,3764.75,67500000
9,9,5,0,12,3,1133.7,35000000
0,1,3,0,10,5,1112.31,23000000
0,1,4,0,20,1,1711.25,45000000
6,6,3,2,20,1,2440.25,28500000
6,6,6,1,13,1,1253.5,55000000
0,1,3,0,18,3,3251.37,70000000
0,1,3,0,20,1,729,27500000
5,5,3,3,20,1,1458,52500000
10,10,3,2,16,3,911.25,56500000
3,3,2,0,24,1,889,19000000
4,4,3,1,19.68504,3,1640.25,15000000
7,7,3,2,20,1,911.25,29900000
0,1,3,0,10,5,1197.87,16000000
2,2,1,2,20,5,364.5,6000000
6,6,2.5,2,13,3,1540.12,27200000
0,1,3.5,2,14,1,1197.87,45000000
4,4,1.5,1,18,2,1625.68,16500000
0,1,3,0,15,5,1458,45000000
0,1,3,0,14,5,855.62,14200000
6,6,3,1,12,1,1026.75,15500000
4,4,3,2,0,1,1112.31,19000000
0,1,3,0,20,5,2738,55000000
5,5,3,3,12,5,1561.51,25000000
0,1,3,1,16,1,2916,35000000
5,5,2.5,1,20,3,1112.31,25000000
0,1,2,0,12,3,1893.5,9500000
5,5,3,3,13,3,1458,42500000
0,1,3,0,12,5,1093.5,30000000
0,1,3,2,13,1,1071.25,23500000
6,6,3,2,16,1,2804.75,58500000
5,5,3,4,13,3,2733.75,52500000
6,6,3,1,20,3,2258,21500000
0,1,3,0,12,5,1197.87,27500000
0,1,3,0,0,5,1369,9700000
4,4,1.5,1,13,5,1711.25,16800000
8,8,3,0,13,3,855.62,14000000
0,1,2,0,15,1,2916,12500000
0,1,3,0,0,5,941.18,15000000
6,6,3,1,12,5,1197.87,17500000
4,4,3,2,0,1,1197.87,26000000
4,4,6,0,5,4,182.25,38000000
0,1,3,0,20,5,1369,14000000
4,4,3,1,13,1,855.62,19000000
5,5,3,3,20,1,1640.25,67500000
0,1,3,0,22,4,1454.56,24000000
7,7,3,1,13,5,729,25000000
9,9,3,0,12,3,2258,19800000
0,1,3,1,0,5,2804.75,45000000
5,5,3,4,20,1,2551.5,66000000
9,9,4,0,12,5,2120.25,34500000
0,1,3,0,10,5,2502.7,65000000
0,1,3,0,10,5,855.62,16500000
0,1,3,0,15,3,1275.75,60000000
8,8,3,4,14,5,1796.81,28000000
6,6,2,1,0,3,1093.5,9000000
0,1,3,0,0,5,1197.87,24500000
0,1,3,0,13,5,1197.87,14000000
3,3,2.5,1,10,4,855.62,24500000
4,4,2.5,5,20,3,1197.87,26500000
3,3,1,0,10,5,2075.75,6500000
0,1,3,0,13,5,1283.43,14500000
0,1,3,0,3,5,1369,10500000
6,6,3,1,14,1,729,26000000
4,4,3,2,13,3,1197.87,24500000
0,1,3,0,13,5,1197.87,7500000
0,1,3,3,20,1,2310.18,66500000
