bedroom,bathroom,floors,parking,roadsize(feet),Road type,Area(sq ft),Price
0,1,3,0,0,5,2187,19000000
6,6,3,2,14,3,1796.81,27000000
4,4,3,1,0,5,2258,19000000
7,7,2,1,13,3,729,24500000
0,1,3,0,0,5,855.62,11500000
6,6,3,4,13,3,855.62,19000000
0,1,3,0,13,1,1458,46000000
3,3,1,2,0,5,911.25,2800000
5,5,2,1,16,1,2258,21000000
0,1,3,0,13,5,1369,21500000
4,4,2.5,2,20,1,1219.26,24500000
0,1,3,0,0,5,1540.12,22000000
4,4,3,1,13,1,546.75,32000000
6,6,3,1,12,4,889,19900000
6,6,3,1,20,5,1882.37,28500000
6,6,3,2,12,4,729,35500000
6,6,4,2,15,1,1093.5,42500000
0,1,3,0,13,1,889,13000000
4,4,3,1,20,1,1796.81,34500000
0,1,3,0,13,5,1882.37,16500000
7,7,2.5,2,10,3,1475.95,20000000
4,4,2.5,4,14,3,983.96,19000000
0,1,3,0,0,5,1197.87,20000000
4,4,3,1,20,2,2738,45000000
0,1,3,0,12,5,1369,23500000
7,7,3,0,0,3,2075.75,16000000
0,1,3,0,10,3,1026.75,17000000
2,2,1.5,2,13,3,941.18,11000000
0,1,3,0,13,5,1026.75,16200000
0,1,3,0,12,5,2258,36000000
0,1,3,0,20,5,1967.93,28000000
0,1,3,0,10,1,546.75,15000000
0,1,3,0,13,5,962.57,18100000
0,1,3,0,16,5,1540.12,28500000
0,1,3,0,0,5,1026.75,15000000
4,4,3,1,14,3,1369,35000000
5,5,3,1,13,5,889,20600000
0,1,3,0,0,5,3422.5,5500000
4,4,3,0,13,1,889,17000000
0,1,3,0,13,5,1369,23500000
6,6,3,2,20,3,2738,30000000
4,4,3,0,15,5,729,9500000
4,4,2.5,1,20,3,1369,21500000
0,1,3,0,10,5,1540.12,23000000
6,6,3,3,13,1,729,27500000
6,6,2.5,5,20,1,1197.87,34000000
6,6,3,2,16,3,1458,45000000
5,5,3,4,20,3,3462.75,55000000
7,7,3,0,14,5,1093.5,33500000
0,1,3,0,15,1,1822.5,10000000
0,1,2,0,14,1,1048.14,16500000
0,1,3,0,13,1,2738,38000000
2,2,1,1,15,3,1026.75,12500000
6,6,3,3,10,3,729,14500000
6,6,3,1,16,3,729,25000000
0,1,2,0,0,1,1822.5,15500000
2,2,3,1,13,3,1347.6,27000000
0,1,3,0,15,3,1275.75,35000000
10,10,3,0,14,4,1197.87,21500000
0,1,3,0,16,5,1925.15,31000000
0,1,3,0,13,1,1754.03,37000000
0,1,3,0,0,5,1369,29000000
0,1,3,4,12,3,1026.75,22500000
6,6,2.5,1,13,1,1112.31,21500000
5,5,2.5,2,12,3,1026.75,21000000
6,6,3,2,13,3,1369,33500000
0,1,3,0,22,5,1240.65,50000000
5,5,2,4,13,1,941.18,17000000
0,1,3,0,0,5,1026.75,9500000
2,2,1,1,13,1,1369,11500000
5,5,3,5,20,1,1967.93,39500000
5,5,3,1,13,1,1093.5,36000000
0,1,3,0,0,5,1369,22000000
6,6,2,1,12,1,4107,65000000
6,6,3.5,4,20,3,1540.12,42000000
7,7,3,1,13,3,729,27600000
2,2,1,0,14,3,2004.75,10500000
2,2,3,3,13,3,911.25,28000000
0,1,2,0,20,3,2053.5,28000000
6,6,3,2,13,4,1275.75,34000000
2,2,1,1,12,3,1231.25,10500000
4,4,3,1,13,1,546.75,34500000
0,1,3,0,0,5,1283.43,14500000
0,1,3,0,14,5,1112.31,22200000
4,4,2,1,13,5,1775.42,14500000
4,4,3,2,13,5,1026.75,16000000
6,6,3,2,15,1,1093.5,45000000
0,1,3,0,0,5,1540.12,10000000
0,1,3,0,0,5,1540.12,19000000
6,6,3,1,13,3,729,25500000
6,6,4,0,12,5,729,27500000
0,1,3,0,8,5,1197.87,18000000
5,5,3,6,8,5,941.18,13000000
0,1,3,0,0,5,1026.75,12000000
5,5,3,5,22,1,1369,28500000
7,7,3,3,20,1,1275.75,41000000
0,1,3,0,0,5,2738,49800000
0,1,3,0,13,5,1155.09,15700000
0,1,3,0,16,5,1882.37,35000000
0,1,3,0,13,5,1711.25,16000000
0,1,3,0,16,5,729,17500000
3,3,2,1,19.68504,5,1048.11,16000000
5,5,3,0,13,1,1093.5,60000000
0,1,2,0,13,3,1240.65,22500000
9,9,3,2,13,3,1026.75,25000000
0,1,3,0,19.68504,1,364.5,50000000
0,1,3,0,13,1,1561.51,39900000
6,6,3,3,15,1,2987,53000000
5,5,3,2,20,4,2224.62,65000000
8,8,3,1,16,3,1411.78,26000000
0,1,3,0,20,5,1711.25,22500000
6,6,3,1,14,3,889,22500000
5,5,3,3,15,1,1458,37000000
0,1,3,0,12,3,729,19500000
6,6,2.5,1,14,2,1369,21000000
0,1,3,0,13,5,1197.87,21500000
0,1,3,0,16,1,3645,40000000
0,1,3,0,0,5,1369,22000000
0,1,3,0,20,5,729,30000000
0,1,3,0,10,1,1711.25,14500000
0,1,3,0,0,5,1197.87,17500000
0,1,3,0,20,5,546.75,17500000
5,5,3,1,10,5,1026.75,16500000
5,5,4,1,15,3,1369,20000000
0,1,3,0,0,5,1283.43,21500000
5,5,3,1,13,4,1540.12,27000000
2,2,1,0,0,5,1093.5,5200000
0,1,3,0,18,1,729,44000000
6,6,2,0,8,4,1112.3,13000000
0,1,3,0,0,5,1283.43,24800000
4,4,2,6,13,1,1822.5,48500000
4,4,3,0,15,5,911.25,30000000
8,8,3,1,20,1,729,32500000
0,1,3,0,0,5,1026.75,25000000
2,2,1,0,19.68504,1,1093.5,5000000
9,9,3,0,14,1,4471.5,35000000
6,6,2.5,1,20,1,1197.87,22500000
3,3,1,0,14,3,729,13000000
0,1,3,0,0,5,3716,3800000
4,4,3,0,8,3,855.62,15000000
0,1,3,0,10,5,941.18,11600000
0,1,3,0,16,1,1640.25,49500000
4,4,3,0,20,1,877.01,21500000
6,6,3,4,14,3,2187,65000000
5,5,2.5,1,20,1,1754.03,28000000
5,5,3,1,16,1,1071.25,29800000
0,1,3,0,0,5,1369,29000000
0,1,3,0,13,5,1026.75,13500000
0,1,3,0,16,5,1283.43,11700000
0,1,3,0,16,1,1882.37,33000000
6,6,3,1,22,3,729,24500000
7,7,3,4,15,1,1822.5,60000000
5,5,3,0,15,1,729,34000000
4,4,2.5,1,13,1,1283.43,20500000
5,5,3,2,13,1,911.25,33000000
4,4,2.5,1,10,1,1369,17000000
8,8,3,1,10,3,1197.87,19000000
0,1,3,0,0,5,1026.75,13700000
5,5,2.5,1,20,1,1112.31,21500000
4,4,3,2,0,5,1778,36000000
5,5,2.5,1,20,3,1197.87,22000000
0,1,3,0,10,5,1197.87,21000000
0,1,3,0,16,5,1369,23500000
4,4,3,2,20,3,1369,32500000
4,4,3,2,20,4,1446.87,45000000
0,1,3,0,20,5,1112.31,16000000
0,1,3,0,10,1,546.75,15500000
0,1,3,0,0,5,1540.12,12500000
0,1,3,1,10,1,919.79,33000000
0,1,3,0,12,5,1369,23500000
6,6,3,1,15,1,2258,30000000
6,6,3,2,14,1,1938,49000000
0,1,3,0,16,5,1625.68,27500000
6,6,3,4,15,5,2004.75,60000000
4,4,3,3,15,1,1275.75,45000000
6,6,3,2,13,1,1390.39,28000000
2,2,3,0,12,5,1625.68,13800000
0,1,3,0,10,5,1026.75,16800000
0,1,3,0,13,3,855.62,15000000
0,1,3,0,0,5,1197.87,18900000
5,5,3,1,10,4,1625.68,32500000
0,1,3,0,0,5,1026.75,15000000
0,1,3,0,13,5,1048.14,21000000
0,1,3,0,12,3,1262.04,23500000
5,5,3,1,14,3,546.75,24000000
0,1,4,0,20,5,1275.75,55000000
6,6,3,2,16,1,911.25,50000000
4,4,3,2,15,1,911.25,29000000
0,1,3,0,0,5,1112.31,13800000
8,8,3,5,14,1,4877.06,51000000
0,1,3,0,10,1,546.75,15000000
7,7,4,4,13,5,1026.75,24000000
4,4,3,2,12,4,1253.5,55000000
4,4,3,1,13,3,2075.75,13500000
0,1,3,0,12,5,1026.75,15500000
10,10,3,4,13,5,1231.25,24000000
0,1,3,0,0,3,911.25,5000000
0,1,3,0,0,5,855.62,14500000
5,5,3,2,14,5,1540.12,32500000
0,1,3,0,0,5,1540.12,30000000
0,1,3,0,0,5,855.62,18000000
4,4,3,2,13,1,2738,56000000
0,1,4,0,0,5,1253.5,60000000
3,3,3,1,20,1,1582.9,32500000
7,7,3,1,20,3,911.25,25500000
5,5,2,2,13,3,2258,21000000
0,1,3,0,13,5,1197.87,13500000
2,2,1.5,1,13,3,1026.75,12500000
0,1,3.5,0,15,3,1275.75,21500000
0,1,3,0,0,5,1283.43,15700000
0,1,3,0,13,5,1369,17500000
2,2,3,1,13,5,1197.87,14700000
4,4,3,1,10,3,705.89,12500000
4,4,3,1,13,3,1026.75,20500000
0,1,3,0,20,1,911.25,20500000
6,6,3,1,15,3,1540.12,43000000
5,5,3,5,13,3,1625.68,35000000
6,6,3,2,15,1,1093.5,45000000
7,7,3,0,13,5,546.75,17000000
0,1,3,0,0,5,1197.87,21000000
0,1,3,0,13,1,1369,27800000
3,3,3,2,10,5,1231.25,15000000
2,2,1.5,1,13,3,1026.75,13500000
0,1,3,0,8,5,855.62,23000000
0,1,3,1,13,5,729,25000000
0,1,3,0,0,5,1026.75,17000000
6,6,2,2,0,1,61.3828125,17000000
4,4,2,3,22,1,1275.75,57500000
4,4,4,1,22,1,729,35000000
0,1,3,0,10,5,1026.75,16000000
6,6,3,0,10,3,1369,26000000
9,9,4,4,13,5,4406.46,63000000
4,4,2.5,1,13,1,1197.87,22000000
5,5,3,1,15,1,729,44000000
4,4,3,0,0,5,889,17000000
0,1,3,0,13,5,1390.39,21000000
0,1,3,0,20,5,1454.56,23000000
0,1,1,0,13,3,546.75,11400000
6,6,3,1,13,5,729,24900000
0,1,4,1,10,1,1048.14,25000000
4,4,3,0,13.12336,1,729,21500000
4,4,3,0,20,1,2440.25,50000000
0,1,3,0,12,5,1197.87,12200000
4,4,3,3,12,5,1411.78,26000000
5,5,3,2,13,1,1796.81,32000000
0,1,3,0,20,5,2053.5,52500000
0,1,3,0,13,5,1026.75,19500000
4,4,2,1,14,5,406.41,22000000
3,3,3,0,12,1,1647.07,13000000
0,1,3,0,15,3,729,28000000
0,1,3,0,0,5,1197.87,17000000
5,5,3,4,12,5,1640.25,45000000
9,9,3,3,13,5,889,18200000
0,1,3,0,10,5,1369,19500000
0,1,3,0,13,1,1454.55,19500000
0,1,3,0,0,5,1026.75,17000000
5,5,3,1,13,5,729,22500000
4,4,3,1,13,3,855.62,20500000
6,6,3,2,15,5,2804.75,39000000
5,5,3,3,15,1,1275.75,39000000
3,3,2,1,0,5,1882.37,25000000
7,7,3,1,10,5,1458,48000000
6,6,3,2,14,3,911.25,30000000
5,5,2,1,13,3,1540.12,29000000
4,4,3,2,14,1,1026.75,22500000
6,6,3,3,13,1,2187,60000000
7,7,3,4,16,5,729,24000000
5,5,3,2,14,1,2440.25,49500000
0,1,3,0,10,5,1026.75,15500000
3,3,3,1,0,5,1026.75,31000000
0,1,3,0,10,5,546.75,11000000
7,7,3,3,20,1,1275.75,55000000
0,1,3,0,0,5,1197.87,17000000
0,1,3,0,0,5,1197.87,27000000
6,6,3,0,13,3,941.18,12500000
0,1,3,0,13,5,1197.87,7500000
0,1,3,0,13,5,1026.75,15500000
0,1,3,0,0,5,2551.5,4000000
7,7,3,0,14,5,1435.75,38000000
0,1,3,1,20,1,911.25,33500000
9,9,3,4,20,1,2395.75,58000000
7,7,3,1,20,3,1347.6,36000000
4,4,2,2,13.12336,1,2004.75,16000000
0,1,3,0,24,5,1369,36000000
7,7,3,2,0,5,1093.5,35900000
5,5,4,0,10,3,364.5,14000000
0,1,3,0,0,5,1026.75,13700000
0,1,2.5,1,0,5,1369,26000000
0,1,3,0,0,5,1283.43,14500000
8,8,3,1,14,3,85.56,26000000
7,7,3,1,16,5,1454.56,36000000
5,5,3,1,16,1,911.25,44500000
0,1,3,0,20,1,1093.5,7500000
2,2,3,1,0,3,2004.75,13000000
4,4,3,3,13,1,1458,50000000
0,1,3,0,0,5,1026.75,1800000
3,3,3,1,14,5,546.75,22000000
5,5,3,1,20,1,729,37000000
0,1,3,0,16,5,1540.12,32500000
0,1,3,0,13,3,729,27500000
5,5,3,3,13,1,2053.5,37500000
0,1,3,0,16,5,2139.06,38500000
8,8,3,6,13,4,2994.68,38500000
0,1,3,0,0,5,1026.75,18000000
4,4,3,1,13,1,729,10500000
5,5,3,4,20,1,1458,42000000
4,4,3,1,0,5,1093.5,35000000
6,6,2,4,10,4,1026.75,23000000
3,3,3,1,20,1,1347.6,33000000
0,1,3,0,13,5,1369,22500000
6,6,3,1,12,1,1882.37,31000000
2,2,3,0,14,1,427.81,11000000
0,1,3,0,12,5,1155.09,16500000
4,4,3,1,13,3,1048.14,27000000
6,6,3,1,13,3,2258,23000000
4,4,2,1,20,5,513.36,13000000
0,1,3,3,13,5,1640.25,60000000
4,4,5,0,5,0,834.23,14000000
0,1,3,0,10,5,2139.06,26000000
7,7,2.5,4,10,1,1240.65,22000000
6,6,3,1,13,4,546.75,21000000
5,5,2.5,1,12,3,1026.75,18500000
3,3,2,1,18,5,729,35000000
5,5,3,1,13,1,2258,16500000
5,5,3,1,13,3,1093.5,50000000
0,1,3,0,0,5,2139.06,26000000
2,2,1.35,1,10,3,1197.87,13000000
3,3,3,2,22,3,2440.25,26000000
6,6,3,1,20,3,2004.75,17500000
6,6,3,2,13,1,729,25000000
3,3,3,0,10,3,546.75,12500000
3,3,3,0,0,3,364.5,7500000
8,8,3,2,14,1,1625.68,28000000
4,4,3,1,15,1,1347.6,24000000
4,4,3,1,12,3,1796.81,33500000
0,1,3,1,13,5,1540.12,21500000
6,6,3,3,13,3,3169.25,45000000
0,1,3,0,0,5,1026.75,8500000
0,1,3,0,0,5,1822.5,6000000
3,3,3,1,20,3,2258,22000000
0,1,3,0,0,5,1540.12,35000000
0,1,3,0,13,3,1112.31,22500000
0,1,3,0,0,5,2053.5,31500000
0,1,3,0,0,5,1026.75,20000000
4,4,3,1,10,1,729,26500000
6,6,3,0,14,5,729,29000000
0,1,3,0,25,5,2352.96,55000000
0,1,3,0,13,5,1711.25,24000000
4,4,1,0,12,5,1231.25,12000000
10,10,3,0,20,5,1112.31,22000000
7,7,3,2,13,3,1732.64,29500000
4,4,3,0,20,5,1275.75,29500000
0,1,3,0,20,5,3422.5,32000000
10,10,3,2,13,1,1454.56,27500000
0,1,3,0,10,5,1540.12,21500000
6,6,3,2,8,1,1026.75,19000000
0,1,3,0,0,5,1026.75,13700000
3,3,1,1,13,3,546.75,12500000
2,2,3,0,15,5,729,13000000
3,3,3,1,19.68504,1,1026.75,31000000
3,3,3,1,13,3,1112.31,26000000
0,1,3,0,13,5,941.18,15200000
0,1,2.5,0,20,4,1435.75,40000000
6,6,3,3,20,1,3418.25,65000000
4,4,3,1,13,5,1026.75,18000000
7,7,3,3,13,1,1458,62000000
4,4,3,0,12,5,546.75,16500000
0,1,3,0,12,5,1005.35,15500000
4,4,3,3,13,3,2652.43,38000000
0,1,3,2,13,5,1796.81,33000000
3,3,3,1,20,5,546.75,16500000
0,1,3,0,13,5,2738,28500000
0,1,3,0,0,5,1197.87,8000000
3,3,3,0,0,5,1640.25,70000000
0,1,3,0,13,5,1197.87,27000000
5,5,3,1,13,1,1647.07,28500000
0,1,3,0,15,5,1219.26,21000000
5,5,2.5,1,10,3,1369,22000000
2,2,1,1,0,3,182.25,4200000
5,5,2.5,2,13,2,855.62,18500000
3,3,2,0,20,1,4877.06,69000000
6,6,4,5,0,5,1822.5,50000000
4,4,2.5,0,13,3,1026.75,18500000
0,1,3,0,16,5,1197.87,6000000
1,1,1,4,13,5,3080.25,33500000
0,1,4,0,10,5,911.25,25500000
5,5,3,2,0,3,1458,65000000
5,5,2.5,1,20,1,1112.31,19500000
0,1,3,0,0,5,1497.34,29800000
6,6,4,2,20,4,2075.75,25000000
0,1,3,0,25,5,1540.12,27000000
6,6,3,1,15,1,729,22000000
4,4,3,1,20,1,1026.75,20000000
0,1,3,0,0,5,1711.25,40000000
0,1,3,1,9,4,1133.7,18000000
6,6,3,2,12,3,2440.25,26500000
5,5,3,8,14,1,4877.06,55000000
0,1,3,0,0,3,1219.26,19000000
0,1,3,0,13,3,1197.87,18500000
0,1,3,0,13,5,1112.31,21000000
0,1,3,0,10,5,546.75,7000000
0,1,3,0,18,5,1454.56,25500000
2,2,3,1,12,5,546.75,15000000
6,6,3,3,20,5,1822.5,56000000
5,5,3,2,14,1,1275.75,39900000
0,1,3,0,10,5,1369,11500000
4,4,3,3,20,1,1640.25,55000000
0,1,3,0,0,5,1283.43,29500000
3,3,1,0,4,5,855.62,7500000
5,5,3,2,14,3,911.25,29000000
5,5,3,3,20,1,1458,65000000
0,1,4,0,13,4,1413.5,25000000
0,1,3,0,0,5,962.57,55000000
0,1,3,0,13,5,1197.87,27500000
6,6,3,1,13,1,729,23000000
4,4,3,3,20,3,2622.5,32000000
5,5,2.5,2,13,3,1197.87,19500000
5,5,3,2,13,3,2622.5,35500000
0,1,3,3,14,1,2053.5,35500000
5,5,3,2,24,3,2673.82,57500000
4,4,3,1,0,5,1112.31,22200000
10,10,3,0,14,1,1253.5,31800000
6,6,3,1,12,3,1604.29,25000000
0,1,3,0,10,1,855.62,11500000
7,7,2,2,14,1,1071.25,29500000
4,4,2,1,13,1,855.62,15000000
0,1,2,0,12,4,1369,25000000
7,7,3,1,13,3,729,23500000
10,10,3,2,14,5,1197.87,18000000
7,7,2.5,2,12,4,1240.65,35000000
0,1,3,0,13,5,1112.31,25000000
0,1,3,0,13,1,855.62,17000000
0,1,2.5,0,13,1,1026.75,15000000
10,10,3,1,12,1,1275.75,50000000
5,5,3,1,13,5,1112.31,19500000
7,7,3,0,10,5,1640.25,49500000
4,4,3,0,13,3,2440.25,26500000
0,1,3,0,13,4,2075.75,15000000
5,5,3,1,13,3,889,18000000
0,1,3,0,0,5,2053.5,5550000
5,5,3,1,13,5,717.87,17500000
0,1,3,0,13,3,1026.75,7500000
6,6,2.5,1,20,1,2053.5,33000000
0,1,3,0,20,5,1240.65,26000000
0,1,2,0,13,5,729,34000000
4,4,3,2,13,4,1275.75,35000000
6,6,3,4,14,5,1093.5,40000000
4,4,2,1,0,5,1925.15,25500000
2,2,1.5,1,13,3,941.18,11300000
5,5,2.5,1,13,3,1197.87,18500000
4,4,3,4,13,1,1231.25,17000000
0,1,3,0,13,1,889,13000000
0,1,3,0,0,5,1112.31,31500000
0,1,3,0,13,5,1540.12,20500000
5,5,3,1,13,3,729,23000000
5,5,3,1,13,5,1240.65,15500000
0,1,3,0,13,5,1197.87,17500000
10,10,3,1,13,1,1283.43,22000000
2,2,1.5,1,12,3,1112.31,10500000
6,6,3,2,13,3,1573.5,22400000
8,8,4,4,20,4,2053.5,42000000
2,2,1,2,19.68504,1,1093.5,7500000
0,1,3,1,22,5,2053.5,40000000
4,4,3,1,13,3,1026.75,21000000
0,1,3,0,10,5,898.4,14000000
4,4,2,1,16,3,1093.5,7700000
0,1,3,0,13,3,2352.96,32500000
0,1,3,0,12,5,2622.5,15000000
4,4,3,4,20,5,1326.21,19000000
0,1,3,0,0,5,546.75,5000000
0,1,3,0,15,5,1458,16000000
5,5,3,0,14,1,2440.25,33000000
4,4,3,4,20,5,911.25,27600000
0,1,3,0,0,5,941.18,18200000
6,6,3,1,12,1,1197.87,22500000
5,5,3,0,12,3,2258,22700000
0,1,2,0,13,4,2053.5,31000000
0,1,3,0,13,3,546.75,14500000
6,6,2.5,1,16,3,1069.53,17500000
7,7,2,0,12,5,1540.12,25000000
5,5,2.5,1,13,1,1026.75,16000000
0,1,2,0,13,1,729,20000000
6,6,3,3,20,1,1458,65000000
0,1,3,0,0,5,1369,24000000
0,1,3,0,0,5,2804.75,5500000
5,5,3,1,13,1,2440.25,23500000
0,1,3,0,20,1,1197.87,22000000
0,1,3,2,13,1,911.25,32000000
9,9,3,4,7,5,1796.81,20000000
4,4,2,1,13,1,1133.7,28500000
0,1,3,0,15,5,1026.75,27000000
0,1,3,0,20,3,1026.75,14000000
0,1,3,0,0,5,1026.75,21000000
0,1,3,0,0,5,1026.75,22500000
0,1,3,0,0,5,1026.75,10500000
4,4,2,3,13,5,2440.25,26000000
0,1,3,0,13,5,2738,28500000
3,3,3,2,13,3,1112.31,18500000
10,10,5,4,10,5,1413.5,30000000
0,1,4,0,13,5,546.75,25000000
7,7,3,8,12,1,2733.75,70000000
0,1,3,0,16,3,2075.75,21000000
3,3,3,1,0,5,1219.26,40000000
0,1,4,0,0,5,1640.25,57500000
6,6,2,2,18,5,1540.12,21000000
0,1,3,0,12,1,1540.12,49000000
4,4,3,4,14,1,1822.5,48500000
6,6,2,8,14,1,3422.5,60000000
5,5,3,4,14,3,2187,42500000
0,1,3,0,13,3,1796.8,14000000
0,1,3,0,0,5,1197.87,19800000
3,3,1,0,14,3,546.75,11000000
0,1,3,0,13,5,1369,16500000
3,3,3,1,12,5,1133.7,13500000
5,5,3,1,20,1,2804.75,58000000
0,1,3,0,0,5,1197.87,25000000
6,6,3,2,15,2,1369,30000000
3,3,3,1,15,1,729,11000000
7,7,2,0,13,3,855.62,13200000
5,5,3,2,0,5,911.25,37500000
0,1,3,1,13,3,546.75,27555555
5,5,3,1,10,3,546.75,18500000
4,4,3,1,20,4,1458,57500000
0,1,3,0,13,3,1112.31,13000000
5,5,3,3,13,4,1197.87,32500000
0,1,3,0,19.68504,3,1093.5,5000000
5,5,3,1,14,3,717.87,22500000
6,6,3,1,14,1,1069.53,39800000
0,1,3,0,13,5,1197.87,19200000
0,1,3,0,15,1,1071.25,26000000
0,1,3,0,14,3,1458,25000000
4,4,3,1,13,5,1625.68,25000000
5,5,3,4,14,1,2733.75,65000000
5,5,4,1,12,1,911.25,33000000
0,1,3,0,0,5,1497.34,25500000
2,2,1,1,12,3,911.25,15000000
4,4,3,2,13,3,2622.5,40000000
4,4,3,1,13,5,1026.75,21500000
0,1,3,0,13,5,1112.31,18300000
0,1,1,0,10,4,1197.87,16500000
0,1,3,0,0,5,1711.25,27500000
3,3,3,2,13,5,1754.03,34000000
3,3,2,1,14,5,2258,27000000
